seq,payload_len,total_len,t0_ns,t1_ns,rtt_ns,rtt_adj_ns,clock_overhead_ns,remote_turnaround_ns,rx_len,status
2959,4,4,4258019698400,4258019850640,152240,151280,960,0,4,ok
2960,4,4,4258019865320,4258020062840,197520,196560,960,0,4,ok
2961,4,4,4258020077840,4258020238720,160880,159920,960,0,4,ok
2962,4,4,4258020253360,4258020405760,152400,151440,960,0,4,ok
2963,4,4,4258020420400,4258020575960,155560,154600,960,0,4,ok
2964,4,4,4258020590600,4258020743840,153240,152280,960,0,4,ok
2965,4,4,4258020758200,4258020911920,153720,152760,960,0,4,ok
2966,4,4,4258020926600,4258021079040,152440,151480,960,0,4,ok
2967,4,4,4258021093480,4258021246440,152960,152000,960,0,4,ok
2968,4,4,4258021261040,4258021413840,152800,151840,960,0,4,ok
2969,4,4,4258021463800,4258021628400,164600,163640,960,0,4,ok
2970,4,4,4258021643080,4258021797800,154720,153760,960,0,4,ok
2971,4,4,4258021812360,4258021964680,152320,151360,960,0,4,ok
2972,4,4,4258021979280,4258022132560,153280,152320,960,0,4,ok
2973,4,4,4258022147200,4258022300120,152920,151960,960,0,4,ok
2974,4,4,4258022314920,4258022467960,153040,152080,960,0,4,ok
2975,4,4,4258022482600,4258022636480,153880,152920,960,0,4,ok
2976,4,4,4258022651120,4258022805000,153880,152920,960,0,4,ok
2977,4,4,4258022819640,4258022972840,153200,152240,960,0,4,ok
2978,4,4,4258022987560,4258023140440,152880,151920,960,0,4,ok
2979,4,4,4258023155040,4258023307040,152000,151040,960,0,4,ok
2980,4,4,4258023321520,4258023475120,153600,152640,960,0,4,ok
2981,4,4,4258023489800,4258023642280,152480,151520,960,0,4,ok
2982,4,4,4258023657000,4258023812000,155000,154040,960,0,4,ok
2983,4,4,4258023826640,4258023979080,152440,151480,960,0,4,ok
2984,4,4,4258023993560,4258024203720,210160,209200,960,0,4,ok
2985,4,4,4258024255560,4258024419320,163760,162800,960,0,4,ok
2986,4,4,4258024434200,4258024588440,154240,153280,960,0,4,ok
2987,4,4,4258024603200,4258024757640,154440,153480,960,0,4,ok
2988,4,4,4258024772200,4258024925400,153200,152240,960,0,4,ok
2989,4,4,4258024940000,4258025092680,152680,151720,960,0,4,ok
2990,4,4,4258025107280,4258025259520,152240,151280,960,0,4,ok
2991,4,4,4258025274240,4258025426000,151760,150800,960,0,4,ok
2992,4,4,4258025440640,4258025593440,152800,151840,960,0,4,ok
2993,4,4,4258025608120,4258025760400,152280,151320,960,0,4,ok
2994,4,4,4258025775080,4258025930040,154960,154000,960,0,4,ok
2995,4,4,4258025944720,4258026097040,152320,151360,960,0,4,ok
2996,4,4,4258026111560,4258026264880,153320,152360,960,0,4,ok
2997,4,4,4258026279560,4258026431840,152280,151320,960,0,4,ok
2998,4,4,4258026446560,4258026599400,152840,151880,960,0,4,ok
2999,4,4,4258026614080,4258026766360,152280,151320,960,0,4,ok
3000,4,4,4258026780960,4258026936120,155160,154200,960,0,4,ok
3001,4,4,4258026950800,4258027103320,152520,151560,960,0,4,ok
3002,4,4,4258027180240,4258027350000,169760,168800,960,0,4,ok
3003,4,4,4258027364880,4258027518320,153440,152480,960,0,4,ok
3004,4,4,4258027532720,4258027685720,153000,152040,960,0,4,ok
3005,4,4,4258027700280,4258027853040,152760,151800,960,0,4,ok
3006,4,4,4258027867520,4258028069280,201760,200800,960,0,4,ok
3007,4,4,4258028084640,4258028247280,162640,161680,960,0,4,ok
3008,4,4,4258028261920,4258028413400,151480,150520,960,0,4,ok
3009,4,4,4258028428240,4258028580920,152680,151720,960,0,4,ok
3010,4,4,4258028595440,4258028747600,152160,151200,960,0,4,ok
3011,4,4,4258028762240,4258028915600,153360,152400,960,0,4,ok
3012,4,4,4258028930240,4258029083760,153520,152560,960,0,4,ok
3013,4,4,4258029098480,4258029251800,153320,152360,960,0,4,ok
3014,4,4,4258029266440,4258029418640,152200,151240,960,0,4,ok
3015,4,4,4258029433320,4258029586840,153520,152560,960,0,4,ok
3016,4,4,4258029601440,4258029753240,151800,150840,960,0,4,ok
3017,4,4,4258029767800,4258029921320,153520,152560,960,0,4,ok
3018,4,4,4258029972560,4258030135560,163000,162040,960,0,4,ok
3019,4,4,4258030150320,4258030303160,152840,151880,960,0,4,ok
3020,4,4,4258030317800,4258030470800,153000,152040,960,0,4,ok
3021,4,4,4258030485480,4258030638640,153160,152200,960,0,4,ok
3022,4,4,4258030653440,4258030806400,152960,152000,960,0,4,ok
3023,4,4,4258030821040,4258030973080,152040,151080,960,0,4,ok
3024,4,4,4258030987640,4258031142240,154600,153640,960,0,4,ok
3025,4,4,4258031156920,4258031309960,153040,152080,960,0,4,ok
3026,4,4,4258031324800,4258031477520,152720,151760,960,0,4,ok
3027,4,4,4258031492160,4258031644520,152360,151400,960,0,4,ok
3028,4,4,4258031659000,4258031811800,152800,151840,960,0,4,ok
3029,4,4,4258031826480,4258031979720,153240,152280,960,0,4,ok
3030,4,4,4258031994440,4258032205600,211160,210200,960,0,4,ok
3031,4,4,4258032220560,4258032383560,163000,162040,960,0,4,ok
3032,4,4,4258032398200,4258032551080,152880,151920,960,0,4,ok
3033,4,4,4258032565680,4258032718400,152720,151760,960,0,4,ok
3034,4,4,4258032733240,4258032885200,151960,151000,960,0,4,ok
3035,4,4,4258032936000,4258033098720,162720,161760,960,0,4,ok
3036,4,4,4258033113240,4258033268800,155560,154600,960,0,4,ok
3037,4,4,4258033283680,4258033437200,153520,152560,960,0,4,ok
3038,4,4,4258033451640,4258033604120,152480,151520,960,0,4,ok
3039,4,4,4258033618760,4258033771280,152520,151560,960,0,4,ok
3040,4,4,4258033785760,4258033938480,152720,151760,960,0,4,ok
3041,4,4,4258033953200,4258034105760,152560,151600,960,0,4,ok
3042,4,4,4258034120120,4258034274640,154520,153560,960,0,4,ok
3043,4,4,4258034289360,4258034441840,152480,151520,960,0,4,ok
3044,4,4,4258034456200,4258034609160,152960,152000,960,0,4,ok
3045,4,4,4258034623880,4258034776720,152840,151880,960,0,4,ok
3046,4,4,4258034791120,4258034944080,152960,152000,960,0,4,ok
3047,4,4,4258034958800,4258035111160,152360,151400,960,0,4,ok
3048,4,4,4258035125640,4258035280360,154720,153760,960,0,4,ok
3049,4,4,4258035295080,4258035447800,152720,151760,960,0,4,ok
3050,4,4,4258035462280,4258035615080,152800,151840,960,0,4,ok
3051,4,4,4258035629800,4258035781920,152120,151160,960,0,4,ok
3052,4,4,4258035828360,4258035990440,162080,161120,960,0,4,ok
3053,4,4,4258036054520,4258036217040,162520,161560,960,0,4,ok
3054,4,4,4258036232000,4258036387080,155080,154120,960,0,4,ok
3055,4,4,4258036401520,4258036554200,152680,151720,960,0,4,ok
3056,4,4,4258036568840,4258036721360,152520,151560,960,0,4,ok
3057,4,4,4258036735960,4258036889280,153320,152360,960,0,4,ok
3058,4,4,4258036903880,4258037056200,152320,151360,960,0,4,ok
3059,4,4,4258037070640,4258037223440,152800,151840,960,0,4,ok
3060,4,4,4258037237960,4258037391720,153760,152800,960,0,4,ok
3061,4,4,4258037406400,4258037559720,153320,152360,960,0,4,ok
3062,4,4,4258037574200,4258037726960,152760,151800,960,0,4,ok
3063,4,4,4258037741400,4258037894600,153200,152240,960,0,4,ok
3064,4,4,4258037909160,4258038062160,153000,152040,960,0,4,ok
3065,4,4,4258038076800,4258038230040,153240,152280,960,0,4,ok
3066,4,4,4258038244640,4258038399640,155000,154040,960,0,4,ok
3067,4,4,4258038414320,4258038567640,153320,152360,960,0,4,ok
3068,4,4,4258038649840,4258038820360,170520,169560,960,0,4,ok
3069,4,4,4258038835320,4258038990280,154960,154000,960,0,4,ok
3070,4,4,4258039005120,4258039159040,153920,152960,960,0,4,ok
3071,4,4,4258039173680,4258039327120,153440,152480,960,0,4,ok
3072,4,4,4258039341800,4258039497400,155600,154640,960,0,4,ok
3073,4,4,4258039511920,4258039666880,154960,154000,960,0,4,ok
3074,4,4,4258039681520,4258039835400,153880,152920,960,0,4,ok
3075,4,4,4258039883600,4258040108200,224600,223640,960,0,4,ok
3076,4,4,4258040123840,4258040284520,160680,159720,960,0,4,ok
3077,4,4,4258040299120,4258040452640,153520,152560,960,0,4,ok
3078,4,4,4258040467400,4258040624360,156960,156000,960,0,4,ok
3079,4,4,4258040638960,4258040793040,154080,153120,960,0,4,ok
3080,4,4,4258040807720,4258040962480,154760,153800,960,0,4,ok
3081,4,4,4258040977080,4258041130720,153640,152680,960,0,4,ok
3082,4,4,4258041145240,4258041300080,154840,153880,960,0,4,ok
3083,4,4,4258041314680,4258041468200,153520,152560,960,0,4,ok
3084,4,4,4258041482840,4258041638920,156080,155120,960,0,4,ok
3085,4,4,4258041691160,4258041856160,165000,164040,960,0,4,ok
3086,4,4,4258041870920,4258042025960,155040,154080,960,0,4,ok
3087,4,4,4258042040640,4258042194600,153960,153000,960,0,4,ok
3088,4,4,4258042209280,4258042362520,153240,152280,960,0,4,ok
3089,4,4,4258042377000,4258042530880,153880,152920,960,0,4,ok
3090,4,4,4258042545560,4258042701440,155880,154920,960,0,4,ok
3091,4,4,4258042715800,4258042869680,153880,152920,960,0,4,ok
3092,4,4,4258042884360,4258043038200,153840,152880,960,0,4,ok
3093,4,4,4258043052720,4258043210680,157960,157000,960,0,4,ok
3094,4,4,4258043225480,4258043379320,153840,152880,960,0,4,ok
3095,4,4,4258043393840,4258043547440,153600,152640,960,0,4,ok
3096,4,4,4258043562120,4258043718480,156360,155400,960,0,4,ok
3097,4,4,4258043732960,4258043887480,154520,153560,960,0,4,ok
3098,4,4,4258043902160,4258044118560,216400,215440,960,0,4,ok
3099,4,4,4258044133640,4258044293040,159400,158440,960,0,4,ok
3100,4,4,4258044307680,4258044461920,154240,153280,960,0,4,ok
3101,4,4,4258044513000,4258044676080,163080,162120,960,0,4,ok
3102,4,4,4258044690680,4258044845440,154760,153800,960,0,4,ok
3103,4,4,4258044860240,4258045012760,152520,151560,960,0,4,ok
3104,4,4,4258045027400,4258045180320,152920,151960,960,0,4,ok
3105,4,4,4258045195160,4258045348960,153800,152840,960,0,4,ok
3106,4,4,4258045363520,4258045516400,152880,151920,960,0,4,ok
3107,4,4,4258045531040,4258045684080,153040,152080,960,0,4,ok
3108,4,4,4258045698720,4258045853880,155160,154200,960,0,4,ok
3109,4,4,4258045868760,4258046022080,153320,152360,960,0,4,ok
3110,4,4,4258046036600,4258046189600,153000,152040,960,0,4,ok
3111,4,4,4258046204280,4258046357600,153320,152360,960,0,4,ok
3112,4,4,4258046372160,4258046525400,153240,152280,960,0,4,ok
3113,4,4,4258046540240,4258046693600,153360,152400,960,0,4,ok
3114,4,4,4258046708120,4258046863080,154960,154000,960,0,4,ok
3115,4,4,4258046877720,4258047031400,153680,152720,960,0,4,ok
3116,4,4,4258047046080,4258047199720,153640,152680,960,0,4,ok
3117,4,4,4258047214560,4258047368000,153440,152480,960,0,4,ok
3118,4,4,4258047415000,4258047578800,163800,162840,960,0,4,ok
3119,4,4,4258047593360,4258047749400,156040,155080,960,0,4,ok
3120,4,4,4258047764200,4258047921320,157120,156160,960,0,4,ok
3121,4,4,4258047935760,4258048139000,203240,202280,960,0,4,ok
3122,4,4,4258048153840,4258048315000,161160,160200,960,0,4,ok
3123,4,4,4258048329520,4258048483560,154040,153080,960,0,4,ok
3124,4,4,4258048498160,4258048653680,155520,154560,960,0,4,ok
3125,4,4,4258048668160,4258048822680,154520,153560,960,0,4,ok
3126,4,4,4258048837360,4258048995880,158520,157560,960,0,4,ok
3127,4,4,4258049010400,4258049164960,154560,153600,960,0,4,ok
3128,4,4,4258049179600,4258049334840,155240,154280,960,0,4,ok
3129,4,4,4258049349240,4258049503920,154680,153720,960,0,4,ok
3130,4,4,4258049518640,4258049674400,155760,154800,960,0,4,ok
3131,4,4,4258049688920,4258049843200,154280,153320,960,0,4,ok
3132,4,4,4258049857800,4258050015680,157880,156920,960,0,4,ok
3133,4,4,4258050030080,4258050185440,155360,154400,960,0,4,ok
3134,4,4,4258050200160,4258050355720,155560,154600,960,0,4,ok
3135,4,4,4258050436080,4258050607640,171560,170600,960,0,4,ok
3136,4,4,4258050622600,4258050778880,156280,155320,960,0,4,ok
3137,4,4,4258050793520,4258050949640,156120,155160,960,0,4,ok
3138,4,4,4258050964320,4258051118200,153880,152920,960,0,4,ok
3139,4,4,4258051132880,4258051287120,154240,153280,960,0,4,ok
3140,4,4,4258051302080,4258051455600,153520,152560,960,0,4,ok
3141,4,4,4258051470240,4258051624760,154520,153560,960,0,4,ok
3142,4,4,4258051639360,4258051793240,153880,152920,960,0,4,ok
3143,4,4,4258051807920,4258051962400,154480,153520,960,0,4,ok
3144,4,4,4258051977200,4258052153480,176280,175320,960,0,4,ok
3145,4,4,4258052168720,4258052321120,152400,151440,960,0,4,ok
3146,4,4,4258052335520,4258052487960,152440,151480,960,0,4,ok
3147,4,4,4258052502720,4258052656920,154200,153240,960,0,4,ok
3148,4,4,4258052671280,4258052824000,152720,151760,960,0,4,ok
3149,4,4,4258052838640,4258052993040,154400,153440,960,0,4,ok
3150,4,4,4258053007680,4258053162040,154360,153400,960,0,4,ok
3151,4,4,4258053213680,4258053379320,165640,164680,960,0,4,ok
3152,4,4,4258053393920,4258053547960,154040,153080,960,0,4,ok
3153,4,4,4258053562480,4258053716600,154120,153160,960,0,4,ok
3154,4,4,4258053731200,4258053883480,152280,151320,960,0,4,ok
3155,4,4,4258053897840,4258054052080,154240,153280,960,0,4,ok
3156,4,4,4258054066880,4258054221520,154640,153680,960,0,4,ok
3157,4,4,4258054236000,4258054390200,154200,153240,960,0,4,ok
3158,4,4,4258054404680,4258054557680,153000,152040,960,0,4,ok
3159,4,4,4258054572200,4258054726320,154120,153160,960,0,4,ok
3160,4,4,4258054740960,4258054893400,152440,151480,960,0,4,ok
3161,4,4,4258054907920,4258055061920,154000,153040,960,0,4,ok
3162,4,4,4258055076640,4258055230520,153880,152920,960,0,4,ok
3163,4,4,4258055245000,4258055399480,154480,153520,960,0,4,ok
3164,4,4,4258055413960,4258055567000,153040,152080,960,0,4,ok
3165,4,4,4258055581520,4258055735080,153560,152600,960,0,4,ok
3166,4,4,4258055749800,4258055902080,152280,151320,960,0,4,ok
3167,4,4,4258055916560,4258056122240,205680,204720,960,0,4,ok
3168,4,4,4258056173160,4258056341520,168360,167400,960,0,4,ok
3169,4,4,4258056356320,4258056511200,154880,153920,960,0,4,ok
3170,4,4,4258056525520,4258056679160,153640,152680,960,0,4,ok
3171,4,4,4258056693840,4258056848840,155000,154040,960,0,4,ok
3172,4,4,4258056863200,4258057016640,153440,152480,960,0,4,ok
3173,4,4,4258057031160,4258057185560,154400,153440,960,0,4,ok
3174,4,4,4258057199880,4258057355600,155720,154760,960,0,4,ok
3175,4,4,4258057370160,4258057525080,154920,153960,960,0,4,ok
3176,4,4,4258057539360,4258057692920,153560,152600,960,0,4,ok
3177,4,4,4258057707520,4258057861600,154080,153120,960,0,4,ok
3178,4,4,4258057875920,4258058029520,153600,152640,960,0,4,ok
3179,4,4,4258058044160,4258058198680,154520,153560,960,0,4,ok
3180,4,4,4258058213000,4258058368200,155200,154240,960,0,4,ok
3181,4,4,4258058382720,4258058537440,154720,153760,960,0,4,ok
3182,4,4,4258058551720,4258058704720,153000,152040,960,0,4,ok
3183,4,4,4258058719200,4258058873800,154600,153640,960,0,4,ok
3184,4,4,4258058919040,4258059082040,163000,162040,960,0,4,ok
3185,4,4,4258059096680,4258059251800,155120,154160,960,0,4,ok
3186,4,4,4258059266560,4258059421560,155000,154040,960,0,4,ok
3187,4,4,4258059436160,4258059591040,154880,153920,960,0,4,ok
3188,4,4,4258059605720,4258059759520,153800,152840,960,0,4,ok
3189,4,4,4258059774040,4258059928080,154040,153080,960,0,4,ok
3190,4,4,4258059942920,4258060144600,201680,200720,960,0,4,ok
3191,4,4,4258060159480,4258060320840,161360,160400,960,0,4,ok
3192,4,4,4258060335400,4258060491160,155760,154800,960,0,4,ok
3193,4,4,4258060505920,4258060661880,155960,155000,960,0,4,ok
3194,4,4,4258060676720,4258060830640,153920,152960,960,0,4,ok
3195,4,4,4258060845280,4258061001160,155880,154920,960,0,4,ok
3196,4,4,4258061015680,4258061170200,154520,153560,960,0,4,ok
3197,4,4,4258061184880,4258061340680,155800,154840,960,0,4,ok
3198,4,4,4258061355320,4258061510760,155440,154480,960,0,4,ok
3199,4,4,4258061525400,4258061681160,155760,154800,960,0,4,ok
3200,4,4,4258061695800,4258061850040,154240,153280,960,0,4,ok
3201,4,4,4258061931080,4258062102560,171480,170520,960,0,4,ok
3202,4,4,4258062117200,4258062272520,155320,154360,960,0,4,ok
3203,4,4,4258062287360,4258062442600,155240,154280,960,0,4,ok
3204,4,4,4258062457120,4258062614800,157680,156720,960,0,4,ok
3205,4,4,4258062629480,4258062785200,155720,154760,960,0,4,ok
3206,4,4,4258062799640,4258062954600,154960,154000,960,0,4,ok
3207,4,4,4258062969120,4258063123400,154280,153320,960,0,4,ok
3208,4,4,4258063137920,4258063292200,154280,153320,960,0,4,ok
3209,4,4,4258063306840,4258063461680,154840,153880,960,0,4,ok
3210,4,4,4258063476120,4258063632960,156840,155880,960,0,4,ok
3211,4,4,4258063647600,4258063802160,154560,153600,960,0,4,ok
3212,4,4,4258063816640,4258063971200,154560,153600,960,0,4,ok
3213,4,4,4258063985760,4258064196360,210600,209640,960,0,4,ok
3214,4,4,4258064211120,4258064366440,155320,154360,960,0,4,ok
3215,4,4,4258064381080,4258064533760,152680,151720,960,0,4,ok
3216,4,4,4258064548360,4258064704400,156040,155080,960,0,4,ok
3217,4,4,4258064719000,4258064871880,152880,151920,960,0,4,ok
3218,4,4,4258064923640,4258065087880,164240,163280,960,0,4,ok
3219,4,4,4258065102400,4258065256560,154160,153200,960,0,4,ok
3220,4,4,4258065271400,4258065426120,154720,153760,960,0,4,ok
3221,4,4,4258065440760,4258065594280,153520,152560,960,0,4,ok
3222,4,4,4258065609040,4258065765480,156440,155480,960,0,4,ok
3223,4,4,4258065780080,4258065934240,154160,153200,960,0,4,ok
3224,4,4,4258065948880,4258066102400,153520,152560,960,0,4,ok
3225,4,4,4258066117040,4258066269880,152840,151880,960,0,4,ok
3226,4,4,4258066284480,4258066438480,154000,153040,960,0,4,ok
3227,4,4,4258066453040,4258066606240,153200,152240,960,0,4,ok
3228,4,4,4258066620880,4258066775960,155080,154120,960,0,4,ok
3229,4,4,4258066790520,4258066944080,153560,152600,960,0,4,ok
3230,4,4,4258066958720,4258067112320,153600,152640,960,0,4,ok
3231,4,4,4258067126880,4258067280160,153280,152320,960,0,4,ok
3232,4,4,4258067294800,4258067448640,153840,152880,960,0,4,ok
3233,4,4,4258067463200,4258067616440,153240,152280,960,0,4,ok
3234,4,4,4258067662920,4258067827880,164960,164000,960,0,4,ok
3235,4,4,4258067842560,4258067997120,154560,153600,960,0,4,ok
3236,4,4,4258068058280,4258068220840,162560,161600,960,0,4,ok
3237,4,4,4258068235360,4258068389600,154240,153280,960,0,4,ok
3238,4,4,4258068404440,4258068557840,153400,152440,960,0,4,ok
3239,4,4,4258068572400,4258068726560,154160,153200,960,0,4,ok
3240,4,4,4258068741320,4258068897000,155680,154720,960,0,4,ok
3241,4,4,4258068911640,4258069065200,153560,152600,960,0,4,ok
3242,4,4,4258069079920,4258069233640,153720,152760,960,0,4,ok
3243,4,4,4258069248280,4258069402200,153920,152960,960,0,4,ok
3244,4,4,4258069417040,4258069570640,153600,152640,960,0,4,ok
3245,4,4,4258069585280,4258069739120,153840,152880,960,0,4,ok
3246,4,4,4258069753960,4258069908800,154840,153880,960,0,4,ok
3247,4,4,4258069923320,4258070078240,154920,153960,960,0,4,ok
3248,4,4,4258070093000,4258070246000,153000,152040,960,0,4,ok
3249,4,4,4258070260640,4258070414360,153720,152760,960,0,4,ok
3250,4,4,4258070429120,4258070582600,153480,152520,960,0,4,ok
3251,4,4,4258070633280,4258070798240,164960,164000,960,0,4,ok
3252,4,4,4258070812960,4258070968960,156000,155040,960,0,4,ok
3253,4,4,4258070983440,4258071137760,154320,153360,960,0,4,ok
3254,4,4,4258071152400,4258071306640,154240,153280,960,0,4,ok
3255,4,4,4258071321080,4258071474640,153560,152600,960,0,4,ok
3256,4,4,4258071489280,4258071642680,153400,152440,960,0,4,ok
3257,4,4,4258071657120,4258071810840,153720,152760,960,0,4,ok
3258,4,4,4258071825520,4258071981320,155800,154840,960,0,4,ok
3259,4,4,4258071995800,4258072204800,209000,208040,960,0,4,ok
3260,4,4,4258072220040,4258072375680,155640,154680,960,0,4,ok
3261,4,4,4258072390160,4258072543960,153800,152840,960,0,4,ok
3262,4,4,4258072558640,4258072713400,154760,153800,960,0,4,ok
3263,4,4,4258072727840,4258072882040,154200,153240,960,0,4,ok
3264,4,4,4258072896760,4258073052120,155360,154400,960,0,4,ok
3265,4,4,4258073066600,4258073220600,154000,153040,960,0,4,ok
3266,4,4,4258073235320,4258073389480,154160,153200,960,0,4,ok
3267,4,4,4258073470360,4258073639080,168720,167760,960,0,4,ok
3268,4,4,4258073654240,4258073807520,153280,152320,960,0,4,ok
3269,4,4,4258073822320,4258073975960,153640,152680,960,0,4,ok
3270,4,4,4258073990800,4258074146280,155480,154520,960,0,4,ok
3271,4,4,4258074160960,4258074315760,154800,153840,960,0,4,ok
3272,4,4,4258074330280,4258074483120,152840,151880,960,0,4,ok
3273,4,4,4258074497760,4258074650840,153080,152120,960,0,4,ok
3274,4,4,4258074665520,4258074819000,153480,152520,960,0,4,ok
3275,4,4,4258074833600,4258074986880,153280,152320,960,0,4,ok
3276,4,4,4258075001440,4258075155600,154160,153200,960,0,4,ok
3277,4,4,4258075170280,4258075323920,153640,152680,960,0,4,ok
3278,4,4,4258075338440,4258075491720,153280,152320,960,0,4,ok
3279,4,4,4258075506400,4258075659680,153280,152320,960,0,4,ok
3280,4,4,4258075674240,4258075827360,153120,152160,960,0,4,ok
3281,4,4,4258075842000,4258075995480,153480,152520,960,0,4,ok
3282,4,4,4258076060320,4258076225640,165320,164360,960,0,4,ok
3283,4,4,4258076240280,4258076393040,152760,151800,960,0,4,ok
3284,4,4,4258076444720,4258076608560,163840,162880,960,0,4,ok
3285,4,4,4258076623240,4258076777200,153960,153000,960,0,4,ok
3286,4,4,4258076791960,4258076944920,152960,152000,960,0,4,ok
3287,4,4,4258076959400,4258077112440,153040,152080,960,0,4,ok
3288,4,4,4258077127080,4258077282960,155880,154920,960,0,4,ok
3289,4,4,4258077297440,4258077450880,153440,152480,960,0,4,ok
3290,4,4,4258077465560,4258077618640,153080,152120,960,0,4,ok
3291,4,4,4258077633120,4258077785040,151920,150960,960,0,4,ok
3292,4,4,4258077799600,4258077952360,152760,151800,960,0,4,ok
3293,4,4,4258077966800,4258078119680,152880,151920,960,0,4,ok
3294,4,4,4258078134320,4258078288280,153960,153000,960,0,4,ok
3295,4,4,4258078302800,4258078455600,152800,151840,960,0,4,ok
3296,4,4,4258078470280,4258078623080,152800,151840,960,0,4,ok
3297,4,4,4258078637560,4258078790320,152760,151800,960,0,4,ok
3298,4,4,4258078805000,4258078957400,152400,151440,960,0,4,ok
3299,4,4,4258078971760,4258079124240,152480,151520,960,0,4,ok
3300,4,4,4258079138960,4258079294040,155080,154120,960,0,4,ok
3301,4,4,4258079339680,4258079502640,162960,162000,960,0,4,ok
3302,4,4,4258079517320,4258079669960,152640,151680,960,0,4,ok
3303,4,4,4258079684640,4258079836600,151960,151000,960,0,4,ok
3304,4,4,4258079851280,4258080047320,196040,195080,960,0,4,ok
3305,4,4,4258080063640,4258080224040,160400,159440,960,0,4,ok
3306,4,4,4258080238560,4258080394000,155440,154480,960,0,4,ok
3307,4,4,4258080408640,4258080561120,152480,151520,960,0,4,ok
3308,4,4,4258080575720,4258080728760,153040,152080,960,0,4,ok
3309,4,4,4258080743400,4258080896400,153000,152040,960,0,4,ok
3310,4,4,4258080911000,4258081064360,153360,152400,960,0,4,ok
3311,4,4,4258081079040,4258081231440,152400,151440,960,0,4,ok
3312,4,4,4258081245960,4258081401520,155560,154600,960,0,4,ok
3313,4,4,4258081416120,4258081568880,152760,151800,960,0,4,ok
3314,4,4,4258081583520,4258081736520,153000,152040,960,0,4,ok
3315,4,4,4258081751160,4258081904000,152840,151880,960,0,4,ok
3316,4,4,4258081918600,4258082071800,153200,152240,960,0,4,ok
3317,4,4,4258082122640,4258082297240,174600,173640,960,0,4,ok
3318,4,4,4258082311840,4258082470320,158480,157520,960,0,4,ok
3319,4,4,4258082485200,4258082639720,154520,153560,960,0,4,ok
3320,4,4,4258082654320,4258082808160,153840,152880,960,0,4,ok
3321,4,4,4258082822840,4258082976400,153560,152600,960,0,4,ok
3322,4,4,4258082991080,4258083145200,154120,153160,960,0,4,ok
3323,4,4,4258083159800,4258083313280,153480,152520,960,0,4,ok
3324,4,4,4258083327960,4258083483920,155960,155000,960,0,4,ok
3325,4,4,4258083498560,4258083652640,154080,153120,960,0,4,ok
3326,4,4,4258083667240,4258083821360,154120,153160,960,0,4,ok
3327,4,4,4258083836080,4258083989320,153240,152280,960,0,4,ok
3328,4,4,4258084053000,4258084214400,161400,160440,960,0,4,ok
3329,4,4,4258084229200,4258084382280,153080,152120,960,0,4,ok
3330,4,4,4258084396760,4258084552480,155720,154760,960,0,4,ok
3331,4,4,4258084567000,4258084719720,152720,151760,960,0,4,ok
3332,4,4,4258084734200,4258084888080,153880,152920,960,0,4,ok
3333,4,4,4258084902640,4258085055120,152480,151520,960,0,4,ok
3334,4,4,4258085136160,4258085307520,171360,170400,960,0,4,ok
3335,4,4,4258085322560,4258085476720,154160,153200,960,0,4,ok
3336,4,4,4258085491280,4258085645880,154600,153640,960,0,4,ok
3337,4,4,4258085660480,4258085814680,154200,153240,960,0,4,ok
3338,4,4,4258085829200,4258085982920,153720,152760,960,0,4,ok
3339,4,4,4258085997480,4258086151480,154000,153040,960,0,4,ok
3340,4,4,4258086166000,4258086320360,154360,153400,960,0,4,ok
3341,4,4,4258086335200,4258086489160,153960,153000,960,0,4,ok
3342,4,4,4258086503680,4258086659880,156200,155240,960,0,4,ok
3343,4,4,4258086674600,4258086828800,154200,153240,960,0,4,ok
3344,4,4,4258086843360,4258086997120,153760,152800,960,0,4,ok
3345,4,4,4258087011760,4258087165000,153240,152280,960,0,4,ok
3346,4,4,4258087179520,4258087333160,153640,152680,960,0,4,ok
3347,4,4,4258087347840,4258087501200,153360,152400,960,0,4,ok
3348,4,4,4258087515720,4258087671000,155280,154320,960,0,4,ok
3349,4,4,4258087685680,4258087839880,154200,153240,960,0,4,ok
3350,4,4,4258087887360,4258088102600,215240,214280,960,0,4,ok
3351,4,4,4258088118200,4258088277560,159360,158400,960,0,4,ok
3352,4,4,4258088292280,4258088446200,153920,152960,960,0,4,ok
3353,4,4,4258088460880,4258088615360,154480,153520,960,0,4,ok
3354,4,4,4258088629920,4258088785920,156000,155040,960,0,4,ok
3355,4,4,4258088800600,4258088955760,155160,154200,960,0,4,ok
3356,4,4,4258088970520,4258089123800,153280,152320,960,0,4,ok
3357,4,4,4258089138360,4258089292920,154560,153600,960,0,4,ok
3358,4,4,4258089307720,4258089461680,153960,153000,960,0,4,ok
3359,4,4,4258089476320,4258089630680,154360,153400,960,0,4,ok
3360,4,4,4258089645280,4258089801280,156000,155040,960,0,4,ok
3361,4,4,4258089816040,4258089970800,154760,153800,960,0,4,ok
3362,4,4,4258089985600,4258090138520,152920,151960,960,0,4,ok
3363,4,4,4258090153120,4258090307200,154080,153120,960,0,4,ok
3364,4,4,4258090322000,4258090474960,152960,152000,960,0,4,ok
3365,4,4,4258090489520,4258090644240,154720,153760,960,0,4,ok
3366,4,4,4258090658800,4258090814000,155200,154240,960,0,4,ok
3367,4,4,4258090864800,4258091029640,164840,163880,960,0,4,ok
